pincode,Districtname,statename,infected,L1-High-Infection-Danger,L2-Moderate-Infection-Danger
733102,South Dinajpur,WEST BENGAL,0,0,0
733103,South Dinajpur,WEST BENGAL,0,0,0
733121,South Dinajpur,WEST BENGAL,0,0,0
733123,North Dinajpur,WEST BENGAL,0,0,0
733124,Malda,WEST BENGAL,0,0,0
733125,South Dinajpur,WEST BENGAL,0,0,0
733126,South Dinajpur,WEST BENGAL,0,0,0
733127,South Dinajpur,WEST BENGAL,0,0,0
733128,South Dinajpur,WEST BENGAL,0,0,0
733129,North Dinajpur,WEST BENGAL,0,0,0
733130,North Dinajpur,WEST BENGAL,0,0,0
733132,North Dinajpur,WEST BENGAL,0,0,0
733133,South Dinajpur,WEST BENGAL,0,0,0
733134,North Dinajpur,WEST BENGAL,0,0,0
733140,South Dinajpur,WEST BENGAL,0,0,0
733141,South Dinajpur,WEST BENGAL,0,0,0
733142,Malda,WEST BENGAL,0,0,0
733143,North Dinajpur,WEST BENGAL,0,0,0
733145,South Dinajpur,WEST BENGAL,0,0,0
733156,North Dinajpur,WEST BENGAL,0,0,0
733158,South Dinajpur,WEST BENGAL,0,0,0
733201,North Dinajpur,WEST BENGAL,0,0,0
733202,North Dinajpur,WEST BENGAL,0,0,0
733207,North Dinajpur,WEST BENGAL,0,0,0
733208,North Dinajpur,WEST BENGAL,0,0,0
733209,North Dinajpur,WEST BENGAL,0,0,0
733210,North Dinajpur,WEST BENGAL,0,0,0
733215,North Dinajpur,WEST BENGAL,0,0,0
734001,Jalpaiguri,WEST BENGAL,0,0,0
734003,Darjiling,WEST BENGAL,0,0,0
734004,Jalpaiguri,WEST BENGAL,0,0,0
734005,Darjiling,WEST BENGAL,0,0,0
734006,Jalpaiguri,WEST BENGAL,0,0,0
734007,Jalpaiguri,WEST BENGAL,0,0,0
734008,Darjiling,WEST BENGAL,0,0,0
734009,Darjiling,WEST BENGAL,0,0,0
734010,Darjiling,WEST BENGAL,0,0,0
734011,Darjiling,WEST BENGAL,0,0,0
734012,Darjiling,WEST BENGAL,0,0,0
734013,Darjiling,WEST BENGAL,0,0,0
734014,Darjiling,WEST BENGAL,0,0,0
734015,Jalpaiguri,WEST BENGAL,0,0,0
734101,Darjiling,WEST BENGAL,0,0,0
734102,Darjiling,WEST BENGAL,0,0,0
734103,Darjiling,WEST BENGAL,0,0,0
734104,Darjiling,WEST BENGAL,0,0,0
734105,Darjiling,WEST BENGAL,0,0,0
734121,Darjiling,WEST BENGAL,0,0,0
734122,Darjiling,WEST BENGAL,0,0,0
734123,Darjiling,WEST BENGAL,0,0,0
734124,Darjiling,WEST BENGAL,0,0,0
734201,Darjiling,WEST BENGAL,0,0,0
734203,Darjiling,WEST BENGAL,0,0,0
734204,Darjiling,WEST BENGAL,0,0,0
734209,Darjiling,WEST BENGAL,0,0,0
734213,Darjiling,WEST BENGAL,0,0,0
734214,Darjiling,WEST BENGAL,0,0,0
734215,Darjiling,WEST BENGAL,0,0,0
734216,Darjiling,WEST BENGAL,0,0,0
734217,Darjiling,WEST BENGAL,0,0,0
734218,Darjiling,WEST BENGAL,0,0,0
734220,Darjiling,WEST BENGAL,0,0,0
734221,Darjiling,WEST BENGAL,0,0,0
734222,Darjiling,WEST BENGAL,0,0,0
734223,Darjiling,WEST BENGAL,0,0,0
734224,Darjiling,WEST BENGAL,0,0,0
734226,Darjiling,WEST BENGAL,0,0,0
734227,Darjiling,WEST BENGAL,0,0,0
734301,Darjiling,WEST BENGAL,0,0,0
734311,Darjiling,WEST BENGAL,0,0,0
734312,Darjiling,WEST BENGAL,0,0,0
734313,Darjiling,WEST BENGAL,0,0,0
734314,Darjiling,WEST BENGAL,0,0,0
734315,Darjiling,WEST BENGAL,0,0,0
734316,Darjiling,WEST BENGAL,0,0,0
734317,Darjiling,WEST BENGAL,0,0,0
734319,Darjiling,WEST BENGAL,0,0,0
734320,Darjiling,WEST BENGAL,0,0,0
734321,Darjiling,WEST BENGAL,0,0,0
734421,Darjiling,WEST BENGAL,0,0,0
734423,Darjiling,WEST BENGAL,0,0,0
734424,Darjiling,WEST BENGAL,0,0,0
734426,Darjiling,WEST BENGAL,0,0,0
734427,Darjiling,WEST BENGAL,0,0,0
734429,Darjiling,WEST BENGAL,0,0,0
734431,Darjiling,WEST BENGAL,0,0,0
734434,Darjiling,WEST BENGAL,0,0,0
734436,Darjiling,WEST BENGAL,0,0,0
734501,Jalpaiguri,WEST BENGAL,0,0,0
734503,Darjiling,WEST BENGAL,0,0,0
735101,Jalpaiguri,WEST BENGAL,0,0,0
735102,Jalpaiguri,WEST BENGAL,0,0,0
735121,Jalpaiguri,WEST BENGAL,0,0,0
735122,Cooch Behar,WEST BENGAL,0,0,0
735132,Jalpaiguri,WEST BENGAL,0,0,0
735133,Jalpaiguri,WEST BENGAL,0,0,0
735134,Jalpaiguri,WEST BENGAL,0,0,0
735135,Jalpaiguri,WEST BENGAL,0,0,0
735202,Jalpaiguri,WEST BENGAL,0,0,0
735203,Jalpaiguri,WEST BENGAL,0,0,0
735204,Jalpaiguri,WEST BENGAL,0,0,0
735205,Jalpaiguri,WEST BENGAL,0,0,0
735206,Darjiling,WEST BENGAL,0,0,0
735207,Jalpaiguri,WEST BENGAL,0,0,0
735208,Jalpaiguri,WEST BENGAL,0,0,0
735209,Jalpaiguri,WEST BENGAL,0,0,0
735210,Jalpaiguri,WEST BENGAL,0,0,0
735211,Jalpaiguri,WEST BENGAL,0,0,0
735212,Jalpaiguri,WEST BENGAL,0,0,0
735213,Jalpaiguri,WEST BENGAL,0,0,0
735214,Jalpaiguri,WEST BENGAL,0,0,0
735215,Jalpaiguri,WEST BENGAL,0,0,0
735216,Jalpaiguri,WEST BENGAL,0,0,0
735217,Jalpaiguri,WEST BENGAL,0,0,0
735218,Jalpaiguri,WEST BENGAL,0,0,0
735219,Jalpaiguri,WEST BENGAL,0,0,0
735220,Jalpaiguri,WEST BENGAL,0,0,0
735221,Jalpaiguri,WEST BENGAL,0,0,0
735222,Jalpaiguri,WEST BENGAL,0,0,0
735223,Jalpaiguri,WEST BENGAL,0,0,0
735224,Jalpaiguri,WEST BENGAL,0,0,0
735225,Jalpaiguri,WEST BENGAL,0,0,0
735226,Jalpaiguri,WEST BENGAL,0,0,0
735227,Jalpaiguri,WEST BENGAL,0,0,0
735228,Jalpaiguri,WEST BENGAL,0,0,0
735229,Jalpaiguri,WEST BENGAL,0,0,0
735230,Jalpaiguri,WEST BENGAL,0,0,0
735231,Darjiling,WEST BENGAL,0,0,0
735232,Jalpaiguri,WEST BENGAL,0,0,0
735233,Jalpaiguri,WEST BENGAL,0,0,0
735234,Jalpaiguri,WEST BENGAL,0,0,0
735301,Cooch Behar,WEST BENGAL,0,0,0
735302,Jalpaiguri,WEST BENGAL,0,0,0
735303,Cooch Behar,WEST BENGAL,0,0,0
735304,Cooch Behar,WEST BENGAL,0,0,0
735305,Jalpaiguri,WEST BENGAL,0,0,0
736101,Cooch Behar,WEST BENGAL,0,0,0
736121,Jalpaiguri,WEST BENGAL,0,0,0
736122,Jalpaiguri,WEST BENGAL,0,0,0
736123,Jalpaiguri,WEST BENGAL,0,0,0
736131,Cooch Behar,WEST BENGAL,0,0,0
736133,Cooch Behar,WEST BENGAL,0,0,0
736134,Cooch Behar,WEST BENGAL,0,0,0
736135,Cooch Behar,WEST BENGAL,0,0,0
736145,Cooch Behar,WEST BENGAL,0,0,0
736146,Cooch Behar,WEST BENGAL,0,0,0
736156,Cooch Behar,WEST BENGAL,0,0,0
736157,Cooch Behar,WEST BENGAL,0,0,0
736158,Cooch Behar,WEST BENGAL,0,0,0
736159,Cooch Behar,WEST BENGAL,0,0,0
736160,Cooch Behar,WEST BENGAL,0,0,0
736165,Cooch Behar,WEST BENGAL,0,0,0
736167,Cooch Behar,WEST BENGAL,0,0,0
736168,Cooch Behar,WEST BENGAL,0,0,0
736169,Cooch Behar,WEST BENGAL,0,0,0
736170,Cooch Behar,WEST BENGAL,0,0,0
736171,Cooch Behar,WEST BENGAL,0,0,0
736172,Cooch Behar,WEST BENGAL,0,0,0
736176,Cooch Behar,WEST BENGAL,0,0,0
736179,Cooch Behar,WEST BENGAL,0,0,0
736182,Jalpaiguri,WEST BENGAL,0,0,0
736201,Jalpaiguri,WEST BENGAL,0,0,0
736202,Jalpaiguri,WEST BENGAL,0,0,0
736203,Jalpaiguri,WEST BENGAL,0,0,0
736204,Cooch Behar,WEST BENGAL,0,0,0
736205,Jalpaiguri,WEST BENGAL,0,0,0
736206,Cooch Behar,WEST BENGAL,0,0,0
736207,Jalpaiguri,WEST BENGAL,0,0,0
736208,Jalpaiguri,WEST BENGAL,0,0,0
737101,East Sikkim,SIKKIM,0,0,0
737102,East Sikkim,SIKKIM,0,0,0
737103,East Sikkim,SIKKIM,0,0,0
737106,East Sikkim,SIKKIM,0,0,0
737107,East Sikkim,SIKKIM,0,0,0
737111,West Sikkim,SIKKIM,0,0,0
737113,East Sikkim,SIKKIM,0,0,0
737116,North Sikkim,SIKKIM,0,0,0
737117,North Sikkim,SIKKIM,0,0,0
737118,North Sikkim,SIKKIM,0,0,0
737119,North Sikkim,SIKKIM,0,0,0
737120,North Sikkim,SIKKIM,0,0,0
737121,South Sikkim,SIKKIM,0,0,0
737126,South Sikkim,SIKKIM,0,0,0
737128,South Sikkim,SIKKIM,0,0,0
737131,East Sikkim,SIKKIM,0,0,0
737132,East Sikkim,SIKKIM,0,0,0
737133,East Sikkim,SIKKIM,0,0,0
737134,East Sikkim,SIKKIM,0,0,0
737135,East Sikkim,SIKKIM,0,0,0
737136,East Sikkim,SIKKIM,0,0,0
737138,East Sikkim,SIKKIM,0,0,0
737139,South Sikkim,SIKKIM,0,0,0
741101,Nadia,WEST BENGAL,0,0,0
741102,Nadia,WEST BENGAL,0,0,0
741103,Nadia,WEST BENGAL,0,0,0
741121,Nadia,WEST BENGAL,0,0,0
741122,Nadia,WEST BENGAL,0,0,0
741123,Nadia,WEST BENGAL,0,0,0
741124,Nadia,WEST BENGAL,0,0,0
741125,Nadia,WEST BENGAL,0,0,0
741126,Nadia,WEST BENGAL,0,0,0
741127,Nadia,WEST BENGAL,0,0,0
741137,Nadia,WEST BENGAL,0,0,0
741138,Nadia,WEST BENGAL,0,0,0
741139,Nadia,WEST BENGAL,0,0,0
741140,Nadia,WEST BENGAL,0,0,0
741150,Nadia,WEST BENGAL,0,0,0
741151,Nadia,WEST BENGAL,0,0,0
741152,Nadia,WEST BENGAL,0,0,0
741153,Nadia,WEST BENGAL,0,0,0
741154,Nadia,WEST BENGAL,0,0,0
741155,Nadia,WEST BENGAL,0,0,0
741156,Nadia,WEST BENGAL,0,0,0
741157,Nadia,WEST BENGAL,0,0,0
741158,Nadia,WEST BENGAL,0,0,0
741159,Nadia,WEST BENGAL,0,0,0
741160,Nadia,WEST BENGAL,0,0,0
741161,Nadia,WEST BENGAL,0,0,0
741162,Nadia,WEST BENGAL,0,0,0
741163,Nadia,WEST BENGAL,0,0,0
741164,Nadia,WEST BENGAL,0,0,0
741165,Nadia,WEST BENGAL,0,0,0
741166,Nadia,WEST BENGAL,0,0,0
741167,Nadia,WEST BENGAL,0,0,0
741181,Nadia,WEST BENGAL,0,0,0
741201,Nadia,WEST BENGAL,0,0,0
741202,Nadia,WEST BENGAL,0,0,0
741221,Nadia,WEST BENGAL,0,0,0
741222,Nadia,WEST BENGAL,0,0,0
741223,Nadia,WEST BENGAL,0,0,0
741232,Nadia,WEST BENGAL,0,0,0
741234,Nadia,WEST BENGAL,0,0,0
741235,Nadia,WEST BENGAL,0,0,0
741238,Nadia,WEST BENGAL,0,0,0
741245,Nadia,WEST BENGAL,0,0,0
741246,Nadia,WEST BENGAL,0,0,0
741247,Nadia,WEST BENGAL,0,0,0
741248,Nadia,WEST BENGAL,0,0,0
741249,Nadia,WEST BENGAL,0,0,0
741250,Nadia,WEST BENGAL,0,0,0
741251,Nadia,WEST BENGAL,0,0,0
741252,Nadia,WEST BENGAL,0,0,0
741253,Nadia,WEST BENGAL,0,0,0
741254,Nadia,WEST BENGAL,0,0,0
741255,Nadia,WEST BENGAL,0,0,0
741256,Nadia,WEST BENGAL,0,0,0
741257,Nadia,WEST BENGAL,0,0,0
741301,Nadia,WEST BENGAL,0,0,0
741302,Nadia,WEST BENGAL,0,0,0
741313,Nadia,WEST BENGAL,0,0,0
741315,Nadia,WEST BENGAL,0,0,0
741316,Nadia,WEST BENGAL,0,0,0
741317,Nadia,WEST BENGAL,0,0,0
741319,Nadia,WEST BENGAL,0,0,0
741401,Nadia,WEST BENGAL,0,0,0
741402,Nadia,WEST BENGAL,0,0,0
741404,Nadia,WEST BENGAL,0,0,0
741501,Nadia,WEST BENGAL,0,0,0
741502,Nadia,WEST BENGAL,0,0,0
741503,Nadia,WEST BENGAL,0,0,0
741504,Nadia,WEST BENGAL,0,0,0
741505,Nadia,WEST BENGAL,0,0,0
741506,Nadia,WEST BENGAL,0,0,0
741507,Nadia,WEST BENGAL,0,0,0
741508,Nadia,WEST BENGAL,0,0,0
741509,Nadia,WEST BENGAL,0,0,0
742101,Murshidabad,WEST BENGAL,0,0,0
742102,Murshidabad,WEST BENGAL,0,0,0
742103,Murshidabad,WEST BENGAL,0,0,0
742104,Murshidabad,WEST BENGAL,0,0,0
742113,Murshidabad,WEST BENGAL,0,0,0
742121,Murshidabad,WEST BENGAL,0,0,0
742122,Murshidabad,WEST BENGAL,0,0,0
742123,Murshidabad,WEST BENGAL,0,0,0
742132,Murshidabad,WEST BENGAL,0,0,0
742133,Murshidabad,WEST BENGAL,0,0,0
742134,Murshidabad,WEST BENGAL,0,0,0
742135,Murshidabad,WEST BENGAL,0,0,0
742136,Murshidabad,WEST BENGAL,0,0,0
742137,Murshidabad,WEST BENGAL,0,0,0
742138,Murshidabad,WEST BENGAL,0,0,0
742140,Murshidabad,WEST BENGAL,0,0,0
742147,Murshidabad,WEST BENGAL,0,0,0
742148,Murshidabad,WEST BENGAL,0,0,0
742149,Murshidabad,WEST BENGAL,0,0,0
742151,Murshidabad,WEST BENGAL,0,0,0
742159,Murshidabad,WEST BENGAL,0,0,0
742160,Murshidabad,WEST BENGAL,0,0,0
742161,Murshidabad,WEST BENGAL,0,0,0
742163,Murshidabad,WEST BENGAL,0,0,0
742164,Murshidabad,WEST BENGAL,0,0,0
742165,Murshidabad,WEST BENGAL,0,0,0
742166,Murshidabad,WEST BENGAL,0,0,0
742168,Murshidabad,WEST BENGAL,0,0,0
742174,Murshidabad,WEST BENGAL,0,0,0
742175,Murshidabad,WEST BENGAL,0,0,0
742184,Murshidabad,WEST BENGAL,0,0,0
742187,Murshidabad,WEST BENGAL,0,0,0
742189,Murshidabad,WEST BENGAL,0,0,0
742201,Murshidabad,WEST BENGAL,0,0,0
742202,Murshidabad,WEST BENGAL,0,0,0
742212,Murshidabad,WEST BENGAL,0,0,0
742213,Murshidabad,WEST BENGAL,0,0,0
742223,Murshidabad,WEST BENGAL,0,0,0
742224,Murshidabad,WEST BENGAL,0,0,0
742225,Murshidabad,WEST BENGAL,0,0,0
742226,Murshidabad,WEST BENGAL,0,0,0
742227,Murshidabad,WEST BENGAL,0,0,0
742235,Murshidabad,WEST BENGAL,0,0,0
742236,Murshidabad,WEST BENGAL,0,0,0
742237,Murshidabad,WEST BENGAL,0,0,0
742238,Murshidabad,WEST BENGAL,0,0,0
742301,Murshidabad,WEST BENGAL,0,0,0
742302,Murshidabad,WEST BENGAL,0,0,0
742303,Murshidabad,WEST BENGAL,0,0,0
742304,Murshidabad,WEST BENGAL,0,0,0
742305,Murshidabad,WEST BENGAL,0,0,0
742306,Murshidabad,WEST BENGAL,0,0,0
742308,Murshidabad,WEST BENGAL,0,0,0
742401,Murshidabad,WEST BENGAL,0,0,0
742402,Murshidabad,WEST BENGAL,0,0,0
742404,Murshidabad,WEST BENGAL,0,0,0
742405,Murshidabad,WEST BENGAL,0,0,0
742406,Murshidabad,WEST BENGAL,0,0,0
742407,Murshidabad,WEST BENGAL,0,0,0
742408,Murshidabad,WEST BENGAL,0,0,0
743122,North 24 Parganas,WEST BENGAL,0,0,0
743123,North 24 Parganas,WEST BENGAL,0,0,0
743124,North 24 Parganas,WEST BENGAL,0,0,0
743125,North 24 Parganas,WEST BENGAL,0,0,0
743126,North 24 Parganas,WEST BENGAL,0,0,0
743127,North 24 Parganas,WEST BENGAL,0,0,0
743128,North 24 Parganas,WEST BENGAL,0,0,0
743129,North 24 Parganas,WEST BENGAL,0,0,0
743130,North 24 Parganas,WEST BENGAL,0,0,0
743133,North 24 Parganas,WEST BENGAL,0,0,0
743134,North 24 Parganas,WEST BENGAL,0,0,0
743135,North 24 Parganas,WEST BENGAL,0,0,0
743136,North 24 Parganas,WEST BENGAL,0,0,0
743144,North 24 Parganas,WEST BENGAL,0,0,0
743145,North 24 Parganas,WEST BENGAL,0,0,0
743165,North 24 Parganas,WEST BENGAL,0,0,0
743166,North 24 Parganas,WEST BENGAL,0,0,0
743193,North 24 Parganas,WEST BENGAL,0,0,0
743194,North 24 Parganas,WEST BENGAL,0,0,0
743221,North 24 Parganas,WEST BENGAL,0,0,0
743222,North 24 Parganas,WEST BENGAL,0,0,0
743223,North 24 Parganas,WEST BENGAL,0,0,0
743232,North 24 Parganas,WEST BENGAL,0,0,0
743233,North 24 Parganas,WEST BENGAL,0,0,0
743234,North 24 Parganas,WEST BENGAL,0,0,0
743235,North 24 Parganas,WEST BENGAL,0,0,0
743245,North 24 Parganas,WEST BENGAL,0,0,0
743247,North 24 Parganas,WEST BENGAL,0,0,0
743248,North 24 Parganas,WEST BENGAL,0,0,0
743249,North 24 Parganas,WEST BENGAL,0,0,0
743251,North 24 Parganas,WEST BENGAL,0,0,0
743252,North 24 Parganas,WEST BENGAL,0,0,0
743262,North 24 Parganas,WEST BENGAL,0,0,0
743263,North 24 Parganas,WEST BENGAL,0,0,0
743268,North 24 Parganas,WEST BENGAL,0,0,0
743270,North 24 Parganas,WEST BENGAL,0,0,0
743271,North 24 Parganas,WEST BENGAL,0,0,0
743272,North 24 Parganas,WEST BENGAL,0,0,0
743273,North 24 Parganas,WEST BENGAL,0,0,0
743286,North 24 Parganas,WEST BENGAL,0,0,0
743287,North 24 Parganas,WEST BENGAL,0,0,0
743289,North 24 Parganas,WEST BENGAL,0,0,0
743290,North 24 Parganas,WEST BENGAL,0,0,0
743291,North 24 Parganas,WEST BENGAL,0,0,0
743292,North 24 Parganas,WEST BENGAL,0,0,0
743293,North 24 Parganas,WEST BENGAL,0,0,0
743294,North 24 Parganas,WEST BENGAL,0,0,0
743297,North 24 Parganas,WEST BENGAL,0,0,0
743312,South 24 Parganas,WEST BENGAL,0,0,0
743318,South 24 Parganas,WEST BENGAL,0,0,0
743329,South 24 Parganas,WEST BENGAL,0,0,0
743330,South 24 Parganas,WEST BENGAL,0,0,0
743331,South 24 Parganas,WEST BENGAL,0,0,0
743332,South 24 Parganas,WEST BENGAL,0,0,0
743336,South 24 Parganas,WEST BENGAL,0,0,0
743337,South 24 Parganas,WEST BENGAL,0,0,0
743338,South 24 Parganas,WEST BENGAL,0,0,0
743339,South 24 Parganas,WEST BENGAL,0,0,0
743345,South 24 Parganas,WEST BENGAL,0,0,0
743347,South 24 Parganas,WEST BENGAL,0,0,0
743348,South 24 Parganas,WEST BENGAL,0,0,0
743349,South 24 Parganas,WEST BENGAL,0,0,0
743351,South 24 Parganas,WEST BENGAL,0,0,0
743354,South 24 Parganas,WEST BENGAL,0,0,0
743355,South 24 Parganas,WEST BENGAL,0,0,0
743356,South 24 Parganas,WEST BENGAL,0,0,0
743357,South 24 Parganas,WEST BENGAL,0,0,0
743363,South 24 Parganas,WEST BENGAL,0,0,0
743368,South 24 Parganas,WEST BENGAL,0,0,0
743370,South 24 Parganas,WEST BENGAL,0,0,0
743371,South 24 Parganas,WEST BENGAL,0,0,0
743372,South 24 Parganas,WEST BENGAL,0,0,0
743373,South 24 Parganas,WEST BENGAL,0,0,0
743374,South 24 Parganas,WEST BENGAL,0,0,0
743375,South 24 Parganas,WEST BENGAL,0,0,0
743376,South 24 Parganas,WEST BENGAL,0,0,0
743377,South 24 Parganas,WEST BENGAL,0,0,0
743378,South 24 Parganas,WEST BENGAL,0,0,0
743383,South 24 Parganas,WEST BENGAL,0,0,0
743384,South 24 Parganas,WEST BENGAL,0,0,0
743385,South 24 Parganas,WEST BENGAL,0,0,0
743387,South 24 Parganas,WEST BENGAL,0,0,0
743389,South 24 Parganas,WEST BENGAL,0,0,0
743390,South 24 Parganas,WEST BENGAL,0,0,0
743391,South 24 Parganas,WEST BENGAL,0,0,0
743392,South 24 Parganas,WEST BENGAL,0,0,0
743395,South 24 Parganas,WEST BENGAL,0,0,0
743396,South 24 Parganas,WEST BENGAL,0,0,0
743398,South 24 Parganas,WEST BENGAL,0,0,0
743399,South 24 Parganas,WEST BENGAL,0,0,0
743401,North 24 Parganas,WEST BENGAL,0,0,0
743405,North 24 Parganas,WEST BENGAL,0,0,0
743411,North 24 Parganas,WEST BENGAL,0,0,0
743412,North 24 Parganas,WEST BENGAL,0,0,0
743422,North 24 Parganas,WEST BENGAL,0,0,0
743423,North 24 Parganas,WEST BENGAL,0,0,0
743424,North 24 Parganas,WEST BENGAL,0,0,0
743425,North 24 Parganas,WEST BENGAL,0,0,0
743426,North 24 Parganas,WEST BENGAL,0,0,0
743427,North 24 Parganas,WEST BENGAL,0,0,0
743428,North 24 Parganas,WEST BENGAL,0,0,0
743429,North 24 Parganas,WEST BENGAL,0,0,0
743435,North 24 Parganas,WEST BENGAL,0,0,0
743437,North 24 Parganas,WEST BENGAL,0,0,0
743438,North 24 Parganas,WEST BENGAL,0,0,0
743439,North 24 Parganas,WEST BENGAL,0,0,0
743442,North 24 Parganas,WEST BENGAL,0,0,0
743445,North 24 Parganas,WEST BENGAL,0,0,0
743446,North 24 Parganas,WEST BENGAL,0,0,0
743456,North 24 Parganas,WEST BENGAL,0,0,0
743502,South 24 Parganas,WEST BENGAL,0,0,0
743503,South 24 Parganas,WEST BENGAL,0,0,0
743504,South 24 Parganas,WEST BENGAL,0,0,0
743507,South 24 Parganas,WEST BENGAL,0,0,0
743513,South 24 Parganas,WEST BENGAL,0,0,0
743601,South 24 Parganas,WEST BENGAL,0,0,0
743603,South 24 Parganas,WEST BENGAL,0,0,0
743606,South 24 Parganas,WEST BENGAL,0,0,0
743609,South 24 Parganas,WEST BENGAL,0,0,0
743610,South 24 Parganas,WEST BENGAL,0,0,0
743611,South 24 Parganas,WEST BENGAL,0,0,0
743613,South 24 Parganas,WEST BENGAL,0,0,0
743701,North 24 Parganas,WEST BENGAL,0,0,0
743702,North 24 Parganas,WEST BENGAL,0,0,0
743704,North 24 Parganas,WEST BENGAL,0,0,0
743710,North 24 Parganas,WEST BENGAL,0,0,0
743711,North 24 Parganas,WEST BENGAL,0,0,0
744101,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744102,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744103,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744104,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744105,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744106,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744107,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744112,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744201,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744202,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744203,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744204,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744205,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744206,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744207,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744209,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744210,North And Middle Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744211,South Andaman,ANDAMAN & NICOBAR ISLANDS,0,0,0
744301,Nicobar,ANDAMAN & NICOBAR ISLANDS,0,0,0
744302,Nicobar,ANDAMAN & NICOBAR ISLANDS,0,0,0
744303,Nicobar,ANDAMAN & NICOBAR ISLANDS,0,0,0
744304,Nicobar,ANDAMAN & NICOBAR ISLANDS,0,0,0
751001,Khorda,ODISHA,0,0,0
751002,Khorda,ODISHA,0,0,0
751003,Khorda,ODISHA,0,0,0
751004,Khorda,ODISHA,0,0,0
751005,Khorda,ODISHA,0,0,0
751006,Khorda,ODISHA,0,0,0
751007,Khorda,ODISHA,0,0,0
751008,Khorda,ODISHA,0,0,0
751009,Khorda,ODISHA,0,0,0
751010,Khorda,ODISHA,0,0,0
751011,Khorda,ODISHA,0,0,0
751012,Khorda,ODISHA,0,0,0
751013,Khorda,ODISHA,0,0,0
751014,Khorda,ODISHA,0,0,0
751015,Khorda,ODISHA,0,0,0
751016,Khorda,ODISHA,0,0,0
751017,Khorda,ODISHA,0,0,0
751018,Khorda,ODISHA,0,0,0
751019,Khorda,ODISHA,0,0,0
751020,Khorda,ODISHA,0,0,0
751021,Khorda,ODISHA,0,0,0
751022,Khorda,ODISHA,0,0,0
751023,Khorda,ODISHA,0,0,0
751024,Khorda,ODISHA,0,0,0
751025,Khorda,ODISHA,0,0,0
751030,Khorda,ODISHA,0,0,0
752001,Puri,ODISHA,0,0,0
752002,Puri,ODISHA,0,0,0
752003,Puri,ODISHA,0,0,0
752011,Puri,ODISHA,0,0,0
752012,Puri,ODISHA,0,0,0
752013,Puri,ODISHA,0,0,0
752014,Puri,ODISHA,0,0,0
752015,Puri,ODISHA,0,0,0
752016,Puri,ODISHA,0,0,0
752017,Puri,ODISHA,0,0,0
752018,Khorda,ODISHA,0,0,0
752019,Khorda,ODISHA,0,0,0
752020,Khorda,ODISHA,0,0,0
752021,Khorda,ODISHA,0,0,0
752022,Khorda,ODISHA,0,0,0
752023,Khorda,ODISHA,0,0,0
752024,Nayagarh,ODISHA,0,0,0
752025,Nayagarh,ODISHA,0,0,0
752026,Nayagarh,ODISHA,0,0,0
752027,Khorda,ODISHA,0,0,0
752030,Khorda,ODISHA,0,0,0
752031,Khorda,ODISHA,0,0,0
752034,Khorda,ODISHA,0,0,0
752035,Khorda,ODISHA,0,0,0
752037,Khorda,ODISHA,0,0,0
752038,Khorda,ODISHA,0,0,0
752045,Puri,ODISHA,0,0,0
752046,Puri,ODISHA,0,0,0
752050,Khorda,ODISHA,0,0,0
752054,Khorda,ODISHA,0,0,0
752055,Khorda,ODISHA,0,0,0
752056,Khorda,ODISHA,0,0,0
752057,Khorda,ODISHA,0,0,0
752060,Khorda,ODISHA,0,0,0
752061,Khorda,ODISHA,0,0,0
752062,Khorda,ODISHA,0,0,0
752063,Nayagarh,ODISHA,0,0,0
752064,Khorda,ODISHA,0,0,0
752065,Nayagarh,ODISHA,0,0,0
752066,Khorda,ODISHA,0,0,0
752068,Nayagarh,ODISHA,0,0,0
752069,Nayagarh,ODISHA,0,0,0
752070,Nayagarh,ODISHA,0,0,0
752077,Nayagarh,ODISHA,0,0,0
752078,Nayagarh,ODISHA,0,0,0
752079,Nayagarh,ODISHA,0,0,0
752080,Nayagarh,ODISHA,0,0,0
752081,Nayagarh,ODISHA,0,0,0
752082,Nayagarh,ODISHA,0,0,0
752083,Nayagarh,ODISHA,0,0,0
752084,Nayagarh,ODISHA,0,0,0
752085,Nayagarh,ODISHA,0,0,0
752089,Nayagarh,ODISHA,0,0,0
752090,Nayagarh,ODISHA,0,0,0
752091,Nayagarh,ODISHA,0,0,0
